"시도별",2016.08,2017.08,2018.08,2019.08,2020.08,2021.08,2022.08,2023.08,2024.08,2025.08,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024
"전국",95.677,98.058,99.462,99.425,100.19,102.75,108.63,112.28,114.54,116.45,91.815,93.010,94.196,94.861,95.783,97.645,99.086,99.466,100.00,102.50,107.72,111.59,114.18
